Title,Company,Location,Salary,Salary Type,Fit Score,Response Probability,Missing Skills,Verdict,URL
Product Owner (People Product),Revolut,Austria (Remote),,missing,15,5,5+ years product management experience | HR/performance/recruitment tool domain experience | People management experience | SaaS and B2B product expertise | Business strategy and ROI-based prioritization | Product Owner role experience,"Do not apply - this is a senior product management role requiring business strategy and HR domain expertise, while your background is purely technical research engineering.",https://www.linkedin.com/jobs/view/4329569732/?eBP=CwEAAAGdU_acWKZaSCdGhDI2XglLVVcclMiPjazNSqGuXfvA-uWnXHR4EOCByoVBRWphTfYo8DZh-3HYCRQtT-6Q0mhoQjsckqwHEePvrdB_q5BL2Y-yGdEKxaFe9kQsL4DYz03DAHKyYblNdA4AglQc1-dTbO894gkclbNwMv4juxliM999kNO0PYj-dOXKFFkJCx62h2kSMiTK-imQQ8FzrpDx_ubXuCVLPuEDkAHIzMb1va6cIvYlXdGJ5FWTh_Oo5Jpaf8vgZA26ZkaFKG8tIQZDAF0yOhvpF_VbrIERBDUJBC7XKfr99godV79KtU0FHInfAc42itvDjHKQbLc79tXbOKaMK2m2sZtE9GoSiIVgaoLoHl521Ci2gYbpEB1JcP2eTTDGgCMcJ1B0JDJ2K1ERCzdZu4Ud0vRYYp_TiBDFQ96j7MQqZ1IqXZrXCzEGM0FEW47AA_sS1OW14obgjCz2bHZkAiNWwSbZ2m0RXLrm&refId=2W2oS5QbQB3qQZF5wRnaRg%3D%3D&trackingId=CVtkU24MN97saP3hCejI8w%3D%3D&trk=flagship3_search_srp_jobs
Head Engineering - GreenTech Scale Up,Wohnio,"Vienna, Vienna, Austria (On-site)",,missing,15,5,"AWS (IoT Core, Lambda, ECS) | IoT protocols (MQTT, Modbus, M-Bus) | Node.js backend development | InfluxDB/MongoDB/PostgreSQL | Raspberry Pi | Engineering team management | Production IoT system architecture | Edge computing experience",Should not apply - this is a senior IoT engineering leadership role requiring completely different technical stack and industry experience than the candidate possesses.,https://www.linkedin.com/jobs/view/4396273790/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=KhkQm0TyAfBPvrM0IGiu%2BQ%3D%3D&trackingId=ohe%2BE%2F8%2BAYk29w6u%2Bq8TtQ%3D%3D&trk=flagship3_search_srp_jobs
"Customer Engineering Strategy and Operations Lead, EMEA (Fixed-Term Contract)",Google,"Vienna, Vienna, Austria (On-site)",,missing,15,5,6 years management consulting/sales operations/business strategy experience | Management consulting background | Business operations experience | Sales operations experience | Corporate advisory experience | Business strategy development | Process improvement in business context | Looker proficiency | Business planning and execution | Resource planning | Headcount management | Business reviews leadership,"Do not apply - this is a business operations role requiring management consulting experience, not a technical ML engineering position.",https://www.linkedin.com/jobs/view/4381977284/?eBP=CwEAAAGdU_co1YUB-b_fe9Bwf_Tmqsxk2iDQr17j0hdYjYh1jhc5zhvdPcdCCDHjC63G3k89vGnH19TvcNuGgdDakS8UWYthJ8DHH3C1XW9TfVEOkxgB5bfVmBfZz63LjUDUYA71G6hOlH5CU5cxfbEIfOBHX8SPWc131yrRzcXjrPa1xwAz1_140GbK9S_yGHnJUCKPIyWX9avxDx1s6xhxqXVjZ7K4tT9IGTBvVDegb-78QwjCL0h0QdQtYaEhT6jXVa9GPvK2RwW4Vulw3sMCTQCR3iyBHNXxlHKkxpCYCP4hOeYi3PamCFdkxdceW8GU3bETnNMjDuWK4avz5ff5IV6K3KJsr0UUmXvZdBCFl71atgrVscC4uzhoPdgjC8jtmLN8VEgRdoGL9b_BO4N9Skx9nSe3ojKabnFTy2kQx9XLnG25OHVHIltY5tafUIIwkj4_oqyjrwcWk5GmFJIudUbDtAEbr71dp8MizmaIsFm9&refId=KhkQm0TyAfBPvrM0IGiu%2BQ%3D%3D&trackingId=C45wfzqE%2BvvoG8wRXXFK3w%3D%3D&trk=flagship3_search_srp_jobs
Team Lead - Museums,Fever,"Vienna, Vienna, Austria (Hybrid)",,missing,15,5,5+ years museums/cultural institutions/live entertainment industry experience | Commercial/partnerships/business development roles | High-value relationship management with museums | Ticketing platforms and revenue optimization experience | Sales and pipeline management | German C2 level proficiency | CRM systems (Salesforce) experience | Museum and attractions landscape knowledge,Do not apply - this is a complete career pivot into business development/partnerships in the cultural sector with no relevant industry experience or transferable commercial skills.,https://www.linkedin.com/jobs/view/4349601290/?eBP=CwEAAAGdU_dpZjllMTfJK4lOkYIcvXVfc3QDr7KWm0s6NjwNiS4FWQ_kxe-OT0koOQLe1dpwDuMNQl7qUWISJAGC1xRKC36GA50nFMrNLbdLGZmuDpkHTRYVGFNo4Xc77z01IRKhVxCYKO_NTkuBeRM4f2Y90x-maM9ykwSUZCT83kHwhLZoGMWcxOYaHk2CjTHMLumkWQoJm6BAEEAJzA3rhrCBpTsaFndKe0hNlghPyutCw2LNYq6_4-3YZlGXBO9_fVqX_AkgK13VGflLLWVlEibjvhGkw3Y62cPvIiz2YumNXccrADnz6S2gMni4JCilOM1w9YBB3mHZWvE6CTadQ_9znskf9Bj3V6q0G9zTLgBLEC06N_lw-dtB9mB7cNaOotB6RMXIXO660mN6rr1ViEfsS3D_HhCh0BwnRPwzJlC7i-75CFD7s6unkHRiZk8TfdCpYQMd5LO2bPqMXasSOhTECED7ZLCjq6DMkMpz71Yuz_URRg&refId=6KPLhCALssfi84iau8GsPg%3D%3D&trackingId=%2B1530uK8OzIHkr0JDeZi5Q%3D%3D&trk=flagship3_search_srp_jobs
Business Analyst,BrothersTech,European Union (Remote),,missing,15,5,Business Analysis fundamentals | SDLC knowledge | Agile/Scrum methodologies | MS Office proficiency | Business Requirements Documents (BRDs) | User Stories creation | Process mapping | Stakeholder management | User Acceptance Testing (UAT) | Project documentation | GDPR knowledge | Jira/Confluence tools,"Should not apply - this is a complete career change from specialized ML engineering to junior business analysis with no transferable BA experience, making it extremely unlikely to get consideration against 201 applicants with relevant backgrounds.",https://www.linkedin.com/jobs/view/4397568141/?eBP=CwEAAAGdU_dpZmnqYg6sxQbkwOzjIdFyjEdqmGJGSTT-9AegRtKkbAmJekZWms_6GJ_b9Wt6M1YsNIKVgELnc4oGNKR05q1OXKsUY4vy1ZVrnx3YBnTAV9ZhaFDv2SKEif9s7KfqbeIP-A2ybDg96R4wiGuS_i6j6OWqXNIkDcmPp4aFonQNnGgc3Y9XXgDOJ-wsRHwWqHmPnoIv1czQNGjCKSecF4-BYdHrnUfl_3SSOEVHHdFNWOzOL_pQZkb8iiJ3mU1HwbbXdNtU9MoH7pYW8kC0srKrXJZvPCAxQ13PGviGc8dulwILtxu9jac5b7NFTN94qpPyGxQ7wTi2ni5AVz3DSffHivqOSxJxfr0PiDuJfX9U0XC0BIJ2-cDqNu5hlF8DBgqWAmRbbvaOp9EhenhO-9TzRcJyK3DdsROo3H_ukNCY_PwWJ335xKXEo4JFPwAVVni4brJH_PlqOE-aLgiXRQDC1APEZTZoq_i0onzQH5kREf_nT-BJ7HzT&refId=6KPLhCALssfi84iau8GsPg%3D%3D&trackingId=BDZbxNbeQTEKQoN%2F7SSeyw%3D%3D&trk=flagship3_search_srp_jobs
"Online Data Analyst (m,f,d) - Austria",TELUS Digital,Austria (Remote),,missing,15,5,"Full Professional Proficiency in German (candidate only has A2 level) | 2+ years residence in Austria | Familiarity with Austrian business, media, sport, news, social media and cultural affairs | Experience with maps, news, audio tasks, and relevance evaluation | Web-based data verification and comparison experience",Do not apply - you don't meet basic geographic/language requirements and this role would be a significant step backward in your ML engineering career.,https://www.linkedin.com/jobs/view/4227270372/?eBP=CwEAAAGdU_dpZmQGDiHW9OCKp7tWKAs2oPMr4BXwbZtt0LZiYnlCgHbz1rFqxpFi4GLbz-K5cwWBykGSVIwP362_PaDahH2o16DHtTkINDV76TdQq-pTivCDPfgLEC8BrPmWh2iWYLNA6TatUGRiASWrkb7h344YBOLZUjLQciJYjI0ycZCocIuQsonxU7Zn0wjbsBYOI3aZGBPM3xC_rpvLneunSWB3j-HKfFIYAhmK__BsQwBcL6mDjpMwCy4V48g4fi_BzHkKpzwaICj_ZNkt0l9t4FW5d4QPKkt-2DVq_0fS4AU8ac4ojhSihp9nmTZkB6tT9hUYDFzyzOXGTGMXRYTjm2KCnVWEkC1ieBrGgqfbbxJvXoPvqLd0fyK5khJFbwMrAdnbByK_NGEJDCCWlN645v9ps4UnkY42Lo4xLenpVFDkHrGe7-u21n2GR-_o4q4Gtv5GrcBpklb41iTJJ8bOLlQvsmuyuwzfghclpVQm0So&refId=6KPLhCALssfi84iau8GsPg%3D%3D&trackingId=RIHWe7%2B4Q5Nurg6IOhzG7A%3D%3D&trk=flagship3_search_srp_jobs
Product Manager,Philips Dictation | Speech Processing Solutions,"Vienna, Austria (Hybrid)",,missing,15,5,Product management experience | B2B SaaS experience | Healthcare/regulated environment experience | Product strategy and roadmap ownership | Stakeholder management across commercial teams | Go-to-market collaboration | Product requirements writing | Success metrics definition | Customer discovery and validation,"Do not apply - this is a career pivot requiring 4+ years of product management experience you don't have, and you'd be competing against experienced PMs.",https://www.linkedin.com/jobs/view/4380949567/?eBP=CwEAAAGdU_fptr52J4eEUeZERRR_G4_I80WIvuRtqAoHH8g9Fk0tLRX50cyKdEys6kz8g0TMAULSOKANCMjJnfa0oENWwHMRd2UYD0xFiZ8CVhH_iaQXAQ-LkPshDnQLVgyiuORb8S4XsihuiYDanibZgo7KR7tbygAMy3kBmHS7Qwrz9XUP3FG3EPlfKVVZZB1mxJsRKuIuuUZN-ZZktI699Ap_kBg1zvEJn8zsFeoo1FQWOWLYJH_8oxO1K6wlF9jqcVNmvFOlsEO8ZQUFx4vdxN4qGm5Y3EO1yl1UQB_K_d1rwhDeVcYEvvfbfuF3DZ66lSBHCPVEd7edXqMa0vd3DlMH7OTZP8hKpNhu8-r35t1nT5LdODyBvQ0sbwE2rdQj3rpCubtidgioimmEfMIYmm4vi3dtZsavk-KR8bIJko-nZC3GWDCnh-rxeyzZpcwTFssL9iSkYb8n6XUUX8-n-wVeo7ZYLovU48Fh&refId=law5p9DsWIi8GkGhcfp%2Bkg%3D%3D&trackingId=Z2R%2FqCm%2FoLOGsRWCpHIoFQ%3D%3D&trk=flagship3_search_srp_jobs
Product Engineer Customer Apps (m/w/d),SPAR ICS - Information & Communication Services,"Vienna, Vienna, Austria (Hybrid)",,missing,15,5,iOS/SwiftUI development | Android/Kotlin development | Native mobile app development | Mobile app deployment to app stores | Retail/e-commerce domain experience | German language skills | Mobile-specific CI/CD pipelines,"Do not apply - this role requires mobile app development expertise that you completely lack, and your research background doesn't transfer to consumer retail app development.",https://www.linkedin.com/jobs/view/4373359710/?eBP=CwEAAAGdU_gzixhUDIYNMYTJgqTZKTRHY_zGaHb5SKxbRvAs-Ozk77na1pw0AWGWvES5GbYe8XUdhZzRCpMxysTlJ5exrO2UU_FE7DkaIx8Iq72Zy_YkinJVqvtmqlhpDyqcOgoHR9SrJnYHaT7bDLrZLlUmtzd8ncvblCVg0NcXK0cntbzHAybsBmYTRlgFa66zLpg6RylsXScmcKPIsmyuhUyCtH1bKVj8_fGU4rfdrVX_N4LHi1jXhFg6fuSbfZ_0MEfz50UTtz9g7XkFKp1jjQ63o7zWrKfQ-JxPJRwLLVMcBAGzly-hsr7lyxLdoBoil304mYLq0Uc9puwBlc8_QsqMqSdLoDv2GqT9bAMfEa-OsZa8kR8TvMXUK4Eul_LnFGxa1UMTs7uMEV0BMbSvoYiPZpaaGZolPJTGPuAqIsS0-VdawKTHH7271eFrG1GR5LdEw3KJyOCyUW7y1m8HErw0KB2YBnaADJwMLUU&refId=RkpNxa%2B2EJ0w9CWaknvdww%3D%3D&trackingId=hUDhaL09Ggt2%2FoUhRV4GEA%3D%3D&trk=flagship3_search_srp_jobs
Data Validation Manager (w/m/d),Volksbank Wien,"Vienna, Vienna, Austria (On-site)",,missing,15,5,Banking/financial services experience | Risk management experience | BCBS#239/RDARR regulatory knowledge | Data governance expertise | German language proficiency | Power BI | JIRA/Confluence | Data validation/audit experience | Financial reporting systems,"Do not apply - this is a banking regulatory compliance role requiring domain expertise the candidate completely lacks, and would represent a major career pivot away from ML engineering.",https://www.linkedin.com/jobs/view/4315845297/?eBP=CwEAAAGdU_iHyu8C6RcDviG0q_J71Pp5qpY7eSnO1Cy62B1FXg2TgIpspC63b_LbTq_I1OEWTTRRg9lzvCPAweaYR7vZePuDxNtpBKoi2YyS9hbcQXMJiFrFZe2-xosR2aUKbDlUAITgHn5T8wkGJgIYJqo_JZjzRt-89TKel73WRlsabJ3Ou8PBKN35fo0-QZQhWixquyZqWfoMsbnIqfKW-CUDv1tar2MZV37x67vZHyOcKrxBBPV1Stt6Ro6wz3oGHkxQPSj3N7_ByT2j06QNfYy6ZEM0lbJPbCQE8EVCJGB9BqhUaMCWg12C6ZHgq-M2XQOoWvDI892v0CzNhPbanfsudBhm_qB_fbnxDfOQfLMg4qigcjf2gKCA8DN8T4oUZ4SNpVr-t39kk-pEmW3Et_VZK8CYtbmMBfj2y2qzxI1hoJhhVNOo25ptjk7Z6F4gtxrEhGBT5XRsnBs2EAN3mWZFoKCxxGc-qMPF-U0&refId=jqUgpShcE7ztEQdlv6gqeA%3D%3D&trackingId=Q%2B9AzwT%2BMET5AxyHrjJNEg%3D%3D&trk=flagship3_search_srp_jobs
Senior Scientist (all genders),Technische Universität Wien,"Vienna, Vienna, Austria (Hybrid)",,missing,15,5,PhD in Mathematics | Numerical analysis of wave phenomena | Boundary element methods | hp-Finite element methods | Fractional operators | Excellent German language skills | Grant funding acquisition experience | Service teaching in mathematics,Do not apply - this is a pure mathematics research position requiring completely different expertise than your ML/AI background.,https://www.linkedin.com/jobs/view/4391753069/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=f657Xlc9GTEsua0VfW9CDg%3D%3D&trackingId=7UJjdECXtLaW%2B3DclzdEnw%3D%3D&trk=flagship3_search_srp_jobs
Werkstudent:in Support IT-Services & Project Office,SMATRICS,"Vienna, Austria (Hybrid)",,missing,15,5,Werkstudent status (currently enrolled student) | German language proficiency for deutschsprachigen Lebenslauf | Jira/Confluence experience | IT hardware management | Service management tools | Project management coordination | Internal IT support experience,"Do not apply - this is a part-time student IT support role paying €1,300/month that requires current enrollment and is completely mismatched for a senior ML engineer's career level and expertise.",https://www.linkedin.com/jobs/view/4397554977/?eBP=CwEAAAGdU_kBoo6UsQqlj1JNrP-oQqEXy7qU9NXdbEPYD7CUFAy3O6D5n5nVmXaknhG6aYtVtiFnLCeyPw4a1cZHsPtRLoSbdBtSiEWJD-4ZEH9gbW5B-AzR1XD9mjlfO4tPmuyaQcpJoSQzxqPYjtMSvRxrFLJGWtWp8WE9LA0QFEFFpuLim0De-Wb_gdkfHwTYUpbRqXrExim2bZuUAVQacJpaZUOs7U3IJcZsH9phOWWcHBfiJpy7QD3Us5ojE45Ng5sOXNLQmUzmshfqfkpaFokfWC3IEexXFnCrPEBtjVeCCptlLHBg1vi1P7QUlE9xdfJ9JhWkrzwmhAXFrYV_j7WH-olTihBu3xfTASn4GWW0zcGOmSgs8HpMISJXQBrpA6mMIE2mngsTOwnL5e566b5AVxyIrjKEYyr-EOBd-3SAOkgizx5sSLL2VVLkVxSM0ZevJ9ESYY75e7bxKhLpYKTceChC1HAZf2ot8UVToGCM0iY&refId=Y%2BSZX9JpvXFqJt4uRQHCxA%3D%3D&trackingId=VzNVLtSTwXPUbEdbHVg7lA%3D%3D&trk=flagship3_search_srp_jobs
Senior Consultant Penetration Testing (w/m/d),HiSolutions AG,"Vienna, Vienna, Austria (Remote)",,missing,15,5,Penetration testing experience | Web application security testing | Infrastructure penetration testing | Burp Suite or intercepting proxies | C2 frameworks like Cobalt Strike | Vulnerability scanners | Network security knowledge | Active Directory expertise | Database security | Firewall configuration | German language proficiency for reports | Cybersecurity certifications | Red teaming experience | Incident response knowledge,Do not apply - this is a complete career pivot from ML research to cybersecurity with zero relevant experience for a senior-level security role.,https://www.linkedin.com/jobs/view/4338722614/?eBP=CwEAAAGdU_kBoq4GQZ1vuEQT8qlP0hyBTyxN84tdSYP-SlBmm75Wpc2S4JuzF_w0wLuTTpn58NF0ow63lkHbnULF1tuj3QQ__NZTPF9muqq15CeYtpEEYwTd9ofdoOtdX3ZlogeKKtyXAFWfaGNIa-AzGMK0sffxAcFP0SeScuHqp5z0L8QdEz5fkIJV8cC1UQcRqBWfbE8pZK1-zDhLZrPbEcQpfryi4bWo0RezHHpVKTmV-bIAZ8jQeyrG3jg00jxtCBtX542eokPxm3WyYFPITGXf7FjfhgIwaKpASkCjtPCU406H55zRo_8at4kQuuum3xAy4H7STkRySxMffRX9NqZAOMlN07P-uxnL0IaWqli1VjzrRnVA_fSDH6a4V3mtqFRdy4ld6XKY7oGZEtUmjIxK_3k3g3H8M1iaxyzAqcZIjMvnsDtxHH4WZyUA-5cU_PSFoNfrcsVscWME7rIlPdfwygwvUpITJrwilLI59g&refId=Y%2BSZX9JpvXFqJt4uRQHCxA%3D%3D&trackingId=jphk4%2FDIeRSNSQdimtfPOA%3D%3D&trk=flagship3_search_srp_jobs
Medical Affairs Manager – CVRM (m/w/d),AstraZeneca,"Vienna, Vienna, Austria (On-site)",,missing,15,5,MD/PharmD qualification | Prior pharmaceutical industry experience | Medical Affairs/MSL experience | Healthcare professional engagement | Knowledge of cardiovascular-metabolic diseases | German language proficiency | Regulatory/compliance knowledge in pharmaceuticals | Medical writing and review experience | Austrian driver's license | Field-based healthcare engagement experience,Do not apply - this is a senior pharmaceutical medical affairs role requiring industry experience and clinical expertise that doesn't align with your computational research background.,https://www.linkedin.com/jobs/view/4391609801/?eBP=CwEAAAGdU_kBoic5EnXpEY0Yne9HEl2CEJtIB22iODoYPvPd53TvArp4ZjPDd5zt-SrrdRRUFWrw1aoHl0z-LUWDx1di1rOlyJkPLuZVdW-rLn7NxjGLVr3L0W5m6hGwqW35iwfNyY4QZnJ_vzhPKzsaRLDTyrI6Rf3_BEtUZZVG9HBHYXR2iT4ACqVmuyGXTUgjp74UK7fw-PvfvHqjKYnVp2RtrG2Xjbrf9Zo-KnFXj4UqQM3ydfJnf2KAi2WN2wIGOt-gFf2tnBaWG48itwW0dXZC20dwPFam-wQRhBysqkDR1-dTmSNpkkUjHj_zz-_sqpNo4HcAJamPu4nSEunyLRI7ihUlYa_suLBE7y9_d69o99MbdRj3kBL2Mp8szfbSy_7Kz2W6n9fpp6WwLeX0r-vdu5Ff54I4MYKQ3aZr9PqcKzmg-novD9dQoci2HUSk630-wt0oZazlqfieAIF5ozSof0TwvqwkDB0IF4L2IpgH&refId=Y%2BSZX9JpvXFqJt4uRQHCxA%3D%3D&trackingId=GILJqzomkwaGLUgpQSXbeQ%3D%3D&trk=flagship3_search_srp_jobs
Satellite Systems Engineer – Electric Propulsion / Satellite Thruster Design,GTS Group Ltd,"Vienna, Austria (On-site)",,missing,15,5,Electric propulsion systems experience | Ion Thrusters/FEEP/HET/PPT knowledge | Plasma physics background | ECSS standards knowledge | Space industry experience | Satellite systems engineering | Hardware/physical systems design | Mission operations experience,"Do not apply - this role requires specialized electric propulsion and space systems experience that you completely lack, making you fundamentally unqualified despite your strong technical background.",https://www.linkedin.com/jobs/view/4394631208/?eBP=CwEAAAGdU_kBolsVpnzYYJzw7GFU6cRlhOrXqWrVmVF_H9vxUN1_l0kpmwmBZLMZ41NScK_9ngwTfUHZU3B4h7J0ETYOSdRn1EqqznuiZaH86cfXRpzMCjD9yMlWg8vovH4uvtHgbm0gVGdwjqDA0K52uzE8yvnz9vWuCuGWk_Glj_55YFPMMlWZ9amNVflHgblycK4XgoJEuQSCxjgPiHeXU3WajA-ZXn_YGLu73DJGKWWPRR5hoyr8Va05MGgk2WvvDwd173ZHGRCkzQMWh4Y6BGvosAVmmTLWuaQWLRJ8d-qmqDmU6ZsA_wREKGJ-9GO7LI6mh0rT3Esi22FDHw9G638Cd0BCDvk8qTo4XcVDgtiP59gdG-Za3_vuu_Xv7he0zL4_dKDw6wTmzGFxdGUcyCk7lVeH5DNzSvFk4ZrN2kyidqqxD7WFC26cHD09pMX4SWV81k7K53G5e-8SOwZSgqfhuPJnYw35BQiylBeP0g&refId=Y%2BSZX9JpvXFqJt4uRQHCxA%3D%3D&trackingId=X0Ou%2FKO1NiizT1tWMWe%2FuQ%3D%3D&trk=flagship3_search_srp_jobs
(Junior) Brand Manager (m/w/d) Solide Tumore Einstiegschance für Naturwissenschaftler:innen,ISG International Service Group,"Vienna, Vienna, Austria (Hybrid)",,missing,15,5,Pharma marketing experience | Brand management experience | Marketing strategy development | Budget planning and control | Cross-functional collaboration in commercial context | Fluent German (sehr gute Deutschkenntnisse) | Sales/commercial mindset | KOL relationship building | Marketing campaign execution,Do not apply - this is a complete career pivot from technical research to pharma marketing with no relevant commercial experience and insufficient German skills.,https://www.linkedin.com/jobs/view/4391590306/?eBP=CwEAAAGdU_lORUkwFqc2EnAA9y5eFlYWqqSDnNmSh5f1aJVWkDrbYjqUmJYQDZkywkmswDTHosbWiuo5xlPxnvChGHpnK8rAJe8r1i_Se8MGZnGKWuOIgMn6AFkuWLxPbpcdMX1wjDDg_1p2k7GJI4EqdQ0ZVfliCIbbCkInzPuciIMuvl2ksajXMBeHm1UTshAIsT_Lg5LZlmlO35WB8rGtSOUA-fzCdlOY6E0CbXcrz8mvIpUZcg5wHLVchTPwltjtWwrJ8Mh_eyNvyfhvzaYKUAO9c_az0uyI65_oLGrLbAcbhtrn_dAfgVkkR5Rn2__-KgkXU_fbJCxxkQagR5kLklqQSSQEI-v0ybKFXhZIBCxgpcPpEO9z7NXUfaE6_UEIvFarXrzXkbQqyYIznERq_WTPBnudeyzG5YFq-B7unMXSma3Grm0cjcJEuqKkiOr0AUs4pv-Z5CJLgQhDJvqFXwq8mEYO1Y7bsYUMxjPILUnWehE&refId=dvc%2FrVoxhfidKvR2NRst3Q%3D%3D&trackingId=KWXT%2FxKdlP%2FwjJIbFZ8mGQ%3D%3D&trk=flagship3_search_srp_jobs
Lead Project Manager (m/f/d),Vestas,"Breitenfurth bei Wien, Lower Austria, Austria",,missing,15,5,10+ years project management experience | Change management expertise | PMP/PRINCE2/Prosci certifications | Multi-stakeholder project leadership | Business/commercial project experience | German language skills | Energy industry experience | Strategic change execution | Program leadership | Stakeholder engagement at executive level,"Do not apply - this is a senior business project management role requiring 10+ years experience and change management expertise, while you're a technical researcher with different career trajectory.",https://www.linkedin.com/jobs/view/4391724343/?eBP=CwEAAAGdU_mZqG3BG8Rr6Z2grf5MCxf40-TvZ2vosu7ZYtBH8lfLjH8_Ir6p4TrikPzkgZv3qh4WLBZPFUYYg9Qx1ccwd3RXPTY2OpS281STxFC1WcdQuB12HQzeckdzgh2pJJXdpgiolvp8fUPf2X6DGrTo5X61K2fF4jKB_m_y1bqI1N4Fj5oEL4zgvLCGxgoIXb3elPyeV1bbOKEDjsZeewKzD3EZYnCnJa2tlkTVPL-jSMsRCsryjB9G7vumQMDN6GVKsjSQAQaG-mdBZQJUQNgJE8HDA4hi4Zi9yArixvSzs3L0ROzZk0ucb9an_MCsYY18jJTLraww5iw-eOE8BSHEn5Igjghj84bC42KXQCRS9Co6GrBLRtsrdnHbOeaWijFgptFqMSC_DI090eur5RZbdqhWcOkk0Jvu6E_sMDIBl0SVpRHiPxPBP3BbWvxi070XuY_hboyreIbSiRRobPkrJyB441LPAMmKVzWR7QWs4G_JnQ&refId=H04ZsOuPSFxvijbVF6L4KA%3D%3D&trackingId=LH8mNFWapond2NNMunfYGw%3D%3D&trk=flagship3_search_srp_jobs
Technical Lead (Fast Reactor Technology Development)(P5),International Atomic Energy Agency (IAEA),"Innere Stadt, Vienna, Austria (On-site)",,missing,15,5,Nuclear engineering background | Fast reactor technology knowledge | Nuclear fuel cycle experience | Accelerator driven systems expertise | Nuclear safety and regulatory compliance | Nuclear power plant operations | Fusion-fission hybrid systems | Nuclear materials science | Reactor physics | Nuclear standards and regulatory frameworks,Do not apply - this is a specialized nuclear engineering leadership role requiring domain expertise the candidate completely lacks.,https://www.linkedin.com/jobs/view/4397079028/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=T8xj2uC%2BKMHl17osT0J7ng%3D%3D&trackingId=OKWgBsNK%2BqkFeLxGhGMQow%3D%3D&trk=flagship3_search_srp_jobs
Junior Sales & Project Manager AT,Mediaplanet,"Vienna, Vienna, Austria",,missing,15,5,Sales experience | German native-level proficiency | Content marketing experience | Client relationship management | Online marketing expertise | Social media marketing | Negotiation skills | Office software proficiency | Media/publishing industry knowledge,Do not apply - this is a complete career pivot from technical ML research to sales/marketing with no relevant experience and insufficient German proficiency.,https://www.linkedin.com/jobs/view/4207977688/?eBP=CwEAAAGdU_nlCP_jDk2Ncpi531qwRIpeNjOV-G885aI5iwOUU2-VfYWG7NClsL-v8hCovR0toOhdup75GjLoV5Y32U8f0YLEZFJquQWSgpewdOH76d9yj2hFw9phXYR3Ph7y1uGxzshSbZB0rV7_n2n16PdgRGUzG8p1I_w4s6iqMbz693fPh1MVxWxv6dSbEEj6xpb77k9uZ9GW2uBo8t2Yp1GFwM4Pn7xHFANWeaTXK8pxAYig6S7uAg07jHfn8yUjojyuSN_Oh3eEZselZ0FM7Oemg4eIIF4OWDf_jM1uskzviIoOMt1oxmU-SX80-wrt94G99LaGlWgKSI5lpU4jpEW3bQ3AJB1e_LT8qNKvj623-wy3L18Rmhjuk9cNa8X830bweHmu5IXqypRYQc_-xXeOJ8MXoHjN9LhcDUmoe53sCG0UqQVRPrKnzVcb127tb80PgUJIBABvkU61PERreOZw9UOKyBWvq3ra6gR9qmu9&refId=T8xj2uC%2BKMHl17osT0J7ng%3D%3D&trackingId=ikgjsWsRu8PZt%2Fbhsjm5oA%3D%3D&trk=flagship3_search_srp_jobs
Senior DBA Engineer,Bybit EU,"Vienna, Austria (On-site)",,missing,15,5,Elasticsearch administration | TiDB/Doris experience | MySQL administration | Redis administration | MongoDB administration | AWS database services | Database performance tuning | Database cluster management | Database disaster recovery | 5+ years of database operations experience,Do not apply - this is a complete career pivot from ML research to database administration with no relevant database operations experience.,https://www.linkedin.com/jobs/view/4392896551/?eBP=CwEAAAGdU_wynu7TmtpHuChqPcqVp_MCPe7pMyeYCqM8gdLfWr2IADF4bS08r1fVtCDhwhrUBWNuYwOU1F685BylLhaWZhS4jIRdoumDYRztf-i0tsbg0BsnsWep_j_NkI61ggOoQk9eo6FZZvO9aiBhsyoZz6hsoIMk7nCRykfe7NO-AqRxrpdB8R8iJsFGZiuPZzi7EDzn4Zqo7eAkWFNHa4CXseLYyLOZvqtv_gyfJY48PwlK_DN-Dlecy_OHJQGDoIJ5PWYPrh3hBFEAz1IiiLAL_qQm8G0exZw3ANO5m9U3HmQuXeOsqRXOQEnF3lX5E2FXzL5TsmdZK33hpEWDIHgE3CBH18fcIvQ9D10DqeMBqN7Q_VPOWemvZfmXGpmrFkWnVHgjbVEspG4GmAQkDFJhGW2QRW_6_Rh39_nTxZ_bP3nLdt3oLlEsp7rbQWNat204wvw&refId=BtTH9eiz5QVrsazXSLhK1w%3D%3D&trackingId=%2BDQqtG23jUwljSwtN%2BC%2FNg%3D%3D&trk=flagship3_search_srp_jobs
